staff,staff,could have been nicer,0.0009309499422442968
staff,staff,amazing,0.9999854565040778
staff,staff,exceptional,0.999985337296124
staff,staff,friendly,0.9999781847956797
staff,Staff,pleasant,0.9999786616215829
staff,staff,nice,0.9999735356682464
staff,staff,excellent,0.999981403411013
staff,staff,very friendly,0.9999758006243837
staff,Staff,attentive,0.9996920458266914
staff,staff,friendly,0.9999781847956797
staff,staff,friendly,0.9999781847956797
staff,staff,Friendly,0.9999781847956797
staff,staff,friendly,0.9999781847956797
staff,staff,professional,0.9989130961534975
staff,staff,friendly,0.9999781847956797
staff,staff,has always been the best I've ever encountered,0.9999392041021338
staff,staff,helpful,0.9998862770795114
staff,staff,so friendly,0.9999662640018414
staff,reception staff,welcoming,0.9999763966736737
staff,Staff,Always very helpful,0.9999674560696121
staff,Staff,comfortable,0.9999790192436961
staff,staff,very nice,0.9999700786451626
staff,staff,couldn’t be more helpful,0.9651006370388693
staff,Staff,didn't deliver all our bags to our rooms even after a reminding phone call,0.1152702307676492
staff,staff,friendly,0.9999781847956797
staff,staff,great for what was required,0.9999122632901702
staff,staff,excellent,0.999981403411013
staff,staff,very apologetic,0.8794140544593141
staff,staff,went above and beyond,0.9999644758871682
staff,staff,professional,0.9989130961534975
staff,staff,very friendly,0.9999758006243837
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,Staff,fabulous.,0.9999876022671828
staff,Staff,always helpful,0.9999623301350056
staff,Staff,very friendly,0.9999758006243837
staff,staff,helpful,0.9998862770795114
staff,staff,kind,0.9999685289473632
staff,staff,lovely,0.9999762774586429
staff,staff,Really helpful,0.9999560121343052
staff,staff,friendly,0.9999781847956797
staff,staff,very friendly,0.9999758006243837
staff,staff,excellent,0.999981403411013
staff,staff,so requested a swap which was dealt with swiftly,0.8961172817691221
staff,staff,lovely,0.9999762774586429
staff,staff,accommodating of our requests.,0.9999026080293163
staff,staff,so welcoming,0.9999582771142315
staff,staff,bad,7.247797617537799e-05
staff,staff,Excellent,0.999981403411013
staff,Staff,friendly,0.9999781847956797
staff,Staff,helpful,0.9998862770795114
staff,staff from the Chamber maids to the front of House staff and concierge to Emily cooking the breakfast,all brilliant,0.9999846220492259
staff,staff,extremely efficient,0.9999490981772396
staff,staff,very friendly,0.9999758006243837
staff,staff,all very nice,0.9999792576672917
staff,staff,really helpful,0.9999560121343052
staff,Staff,nice,0.9999735356682464
staff,Staff,supportive.,0.9999606612612979
staff,staff,friendly,0.9999781847956797
staff,Hotel staff,very generous with supplying bottled water,0.9999184623234214
staff,Staff,could be friendlier,0.010365183769259545
staff,staff,amazing,0.9999854565040778
staff,breakfast service staff,coped with very busy times efficiently,0.9998891377581032
staff,staff,excellent,0.999981403411013
staff,staff,really attentive,0.9998345440517795
staff,staff,friendly helpful,0.9999547009030465
staff,staff,having to wait for reimbursement when not used,0.003828798265402611
staff,staff,friendly,0.9999781847956797
staff,staff,Friendly,0.9999781847956797
staff,staff,Subtle,0.9993931371527793
staff,staff,attentive,0.9996920458266914
staff,staff,friendly,0.9999781847956797
staff,staff,Great,0.999981403411013
staff,staff,fabulous,0.9999872446374525
staff,staff,happy,0.999983668377098
staff,staff,helpful,0.9998862770795114
staff,staff,pleasent,0.9961392008705161
staff,service of the staff,also great,0.9999823570933586
staff,Staff,accommodating,0.9999096412490189
staff,Staff,busy,0.01845665926197171
staff,Staff,polite,0.9994487883082925
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,Friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,Lovely,0.9999762774586429
staff,staff,clean,0.9999537472667015
staff,staff,very friendly,0.9999758006243837
staff,staff,friendly,0.9999781847956797
staff,staff,made us  feel welcome,0.9999824762901426
staff,staff,couldn't have been more helpful,0.9829468242595851
staff,staff,incredibly attentive,0.9998474176516083
staff,staff,needed redoing,0.0008577275709171772
staff,staff,friendly,0.9999781847956797
staff,staff,very helpful,0.9999599459865607
staff,staff,caring,0.9999674560767176
staff,staff,very polite,0.9999061841096761
staff,staff,clean,0.9999537472667015
staff,staff,courteous,0.9999570850297346
staff,staff,lovely,0.9999762774586429
staff,staff,very comfortable,0.9999742509045859
staff,Staff,couldn't have been more helpful,0.9829468242595851
staff,Staff,soon organised a table,0.9719486203116574
staff,Staff,very attentive,0.9999073763502224
staff,staff,friendly,0.9999781847956797
staff,staff,helpful.,0.9999270450639841
staff,staff,Helpful,0.9998862770795114
staff,staff,Excellent,0.999981403411013
staff,staff,efficient,0.9999666216245799
staff,staff,friendly,0.9999781847956797
staff,Staff,lovely,0.9999762774586429
staff,reception staff,average,0.43002419839656625
staff,reception staff,lacking personality and engagement,9.560366299865564e-05
staff,staff,Friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,helpful,0.9998862770795114
staff,staff,really nice,0.99996447587354
staff,staff,great,0.999981403411013
staff,Staff,excellent,0.999981403411013
staff,Staff,very friendly,0.9999758006243837
staff,staff,Lovely,0.9999762774586429
staff,staff,could control but my only moan,0.00949672663326595
staff,staff,really friendly,0.9999750853745013
staff,staff,super clean,0.9999605420721878
staff,Staff,very attentive,0.9999073763502224
staff,staff,very helpful,0.9999599459865607
staff,Most of the staff,fantastic,0.9999874830571969
staff,Staff,helpful,0.9998862770795114
staff,Staff,very friendly,0.9999758006243837
staff,Staff,great,0.999981403411013
staff,Staff,helped taking all our belongings,0.9841596922921383
staff,Staff,moved us immediately,0.9996124272267366
staff,Breakfast staff,really friendly,0.9999794960822328
staff,staff,excellent,0.999981403411013
staff,staff,the best,0.9999837875818116
staff,Staff,really helpful,0.9999560121343052
staff,staff,went out of their way to add touches to enhance the room for my partner's birthday,0.5895313407537515
staff,staff,fantastic,0.999984502833982
staff,staff,great,0.999981403411013
staff,staff,Very helpful,0.9999599459865607
staff,staff,amazing,0.9999854565040778
staff,staff,cheerful,0.9998511124105391
staff,staff,Very efficient,0.9999624493634656
staff,staff,went out of their way to be helpful.,0.42189908059772563
staff,staff,very good,0.999984860463428
staff,staff,Pleasant,0.9999786616215829
staff,staff,helpful,0.9998862770795114
staff,Staff,great,0.999981403411013
staff,staff,Helpful,0.9998862770795114
staff,staff,friendly,0.9999781847956797
staff,Staff,disappointing.,0.00020085801367031308
staff,Staff,friendly,0.9999781847956797
staff,Staff,helpful.,0.9999270450639841
staff,check in staff,friendly,0.9996846533632251
staff,staff,polite,0.9994487883082925
staff,staff,very attentive,0.9999073763502224
staff,staff,great,0.999981403411013
staff,staff,really friendly,0.9999750853745013
staff,staff,brilliant,0.9999829531231796
staff,staff,attentive,0.9996920458266914
staff,staff,fantastic,0.999984502833982
staff,staff,helpful,0.9998862770795114
staff,staff,rectified these quickly,0.9863920791012362
staff,staff,still cleaning the room,0.25913227988172594
staff,staff,Helpful,0.9998862770795114
staff,staff,very friendly,0.9999758006243837
staff,staff,Very friendly,0.9999758006243837
staff,staff,helpful,0.9998862770795114
staff,staff,Excellent,0.999981403411013
staff,staff,friendly,0.9999781847956797
