staff,staff,very helpful,0.9999599459865607
staff,staff,so friendly,0.9999662640018414
staff,staff,really helpful,0.9999560121343052
staff,staff,sorted it straight away,0.9763434808974658
staff,staff,Welcoming,0.9999780655822263
staff,staff,polite,0.9994487883082925
staff,Staff,friendly,0.9999781847956797
staff,staff,dealt with this swiftly,0.9987892365527244
staff,staff,superb,0.9999822378747467
staff,check in staff,incredibly friendly,0.999930025125451
staff,staff,very attentive,0.9999073763502224
staff,staff,couldn't have been pleasant  and eager to please,0.9908263855818333
staff,staff,comfortable,0.9999790192436961
staff,staff,very friendly,0.9999758006243837
staff,Staff,friendly,0.9999781847956797
staff,Staff,helpful,0.9998862770795114
staff,Staff,responsive,0.9999625685637312
staff,staff,Helpful,0.9998862770795114
staff,staff,friendly,0.9999781847956797
staff,staff,very helpful,0.9999599459865607
staff,reception staff,made sure we had bottles of water as it was a hot day,0.5
staff,staff,nice,0.9999735356682464
staff,staff,very helpful,0.9999599459865607
staff,staff,helpful,0.9998862770795114
staff,staff,great,0.999981403411013
staff,staff,helpful,0.9998862770795114
staff,staff,lovely,0.9999762774586429
staff,staff,wonderful,0.9999848604596195
staff,staff,very helpful,0.9999599459865607
staff,front of house staff,Friendly,0.999966740823794
staff,staff,amazing,0.9999854565040778
staff,staff,great,0.999981403411013
staff,staff,Great,0.999981403411013
staff,Staff,functional,0.9999750853616547
staff,staff,Fantastic,0.999984502833982
staff,staff,attentive,0.9996920458266914
staff,staff,nice,0.9999735356682464
staff,staff,helpful,0.9998862770795114
staff,friendly staff,helped me with my luggage,0.9999035615417995
staff,Breakfast staff,exceptionally friendly,0.9999756814213896
staff,We,nicely mentioned it to a member of staff standing next to it,0.9968054740885179
staff,staff,Very friendly,0.9999758006243837
staff,staff,lovely,0.9999762774586429
staff,staff,a bit old.,0.0012576411852762703
staff,staff,clean,0.9999537472667015
staff,staff,nice,0.9999735356682464
staff,staff,very helpful,0.9999599459865607
staff,staff,Very nice,0.9999700786451626
staff,staff,very helpful,0.9999599459865607
staff,staff,great,0.999981403411013
staff,staff,very helpful,0.9999599459865607
staff,staff,efficient,0.9999666216245799
staff,staff,helpful,0.9998862770795114
staff,staff,Friendly,0.9999781847956797
staff,staff,friendly,0.9999781847956797
staff,staff in the breakfast room,acted like a second pot was uncalled for,0.0019238898395492754
staff,staff at the front desk,even helped us find a ManU football jersey for our grandson,0.9358044357673023
staff,staff at the front desk,excellent,0.9999794960797885
staff,breakfast staff,friendlier,0.9999328860965306
staff,staff in the breakfast room,less than help full,0.009623462896492185
staff,staff in the breakfast room,slow to bring coffee,0.009654105830264825
staff,staff,super friendly,0.9999775887477398
staff,Staff,very helpful,0.9999599459865607
staff,staff,extra attentive,0.9995993173008699
staff,staff,excellent,0.999981403411013
staff,staff,looked after us so well for a special occasion,0.9999523167789448
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,all lovely,0.999983072336093
staff,Staff,could be friendlier,0.010365183769259545
staff,staff,helpful,0.9998862770795114
staff,staff,really friendly,0.9999750853745013
staff,staff,Lovely,0.9999762774586429
staff,staff,comfortable,0.9999790192436961
staff,ironing boardBut staff,cooperated to fix things,0.999288558013621
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,friendly,0.9999781847956797
staff,staff,hard,0.88858873100639
staff,staff,Brilliant,0.9999829531231796
staff,staff,friendly,0.9999781847956797
staff,Staff,friendly.,0.9999750853947376
staff,Staff,really helpful,0.9999560121343052
staff,staff,very friendly,0.9999758006243837
staff,staff,super helpful,0.9999669792346424
staff,staff,accommodating,0.9999096412490189
staff,staff,very friendly,0.9999758006243837
staff,reception staff,amazing,0.9999879598872496
staff,staff,friendly,0.9999781847956797
staff,staff,lovely,0.9999762774586429
staff,staff,too very courteous,0.5055548940381804
staff,staff,friendly,0.9999781847956797
staff,staff,Great,0.999981403411013
staff,Cleaning staff,helpful,0.999887826907667
staff,Cleaning staff,very efficient,0.9999184622931097
staff,staff,Very hospitable,0.9994175652432489
staff,staff,nice,0.9999735356682464
staff,staff,Helpful,0.9998862770795114
staff,Staff,helpful,0.9998862770795114
staff,Staff,polite,0.9994487883082925
staff,Staff,attentive,0.9996920458266914
staff,Staff,helpful,0.9998862770795114
staff,reception staff,abrupt and dismissive,7.665013913538132e-05
staff,reception staff,not a bit welcoming or even helpful,0.0005890538889339325
staff,Staff,great,0.999981403411013
staff,staff,pleasant,0.9999786616215829
staff,staff,Friendly,0.9999781847956797
staff,staff,excellent,0.999981403411013
staff,we,even verified this verbally with the reception staff that breakfast food all Halal,0.9657181878972949
staff,staff,friendly,0.9999781847956797
staff,Staffs,friendly,0.9999723435976193
staff,Staff,very quick to respond to any requests,0.998126816884934
staff,staff,friendly,0.9999781847956797
staff,Staff,very welcoming,0.9999619725314801
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,helpful,0.9998862770795114
staff,staff,very friendly,0.9999758006243837
staff,4 members of staff in reception,very quick to get us checked in,0.8776617956608987
staff,staff,Very clean,0.9999536280471943
staff,staff,Very friendly,0.9999758006243837
staff,staff,very friendly,0.9999758006243837
staff,staff,great,0.999981403411013
staff,staff,very close to earl’s court underground,0.5
staff,staff,Very helpful,0.9999599459865607
staff,staff,decorated the room as it was my mums Birthday,0.5
staff,Staff,offered water when we arrived,0.5
staff,Staff,very nice,0.9999700786451626
staff,Staff,lovely,0.9999762774586429
staff,Staff,v accomodating,0.9981809611222303
staff,rooms,seemed to be short staffed,0.0012756822146826607
staff,staff,excellent,0.999981403411013
staff,staff,polite,0.9994487883082925
staff,Staff,kindly agreed to keep our luggage while we were in the countryside,0.9845099599231055
staff,staff,friendly,0.9999781847956797
staff,staff,welcoming,0.9999780655822263
staff,staff,very attentive,0.9999073763502224
staff,staff,friendly,0.9999781847956797
staff,staff,friendly,0.9999781847956797
staff,staff,Friendly,0.9999781847956797
staff,Staff,hard working,0.9996456804535896
staff,Staff,very attentive,0.9999073763502224
staff,staff,friendly,0.9999781847956797
staff,staff,very helpful,0.9999599459865607
staff,staff,wonderful,0.9999848604596195
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,great,0.999981403411013
staff,Staff,so helpful,0.9999541048258891
staff,staff,could've made the situation more pleasurable,0.0003943700136446182
staff,staff,friendly,0.9999781847956797
staff,staff,Lovely,0.9999762774586429
staff,Staff,moved us to a different room without fuss,0.9996022925492198
staff,reception staff,very accommodating,0.9999150054153461
staff,staff,helpful,0.9998862770795114
staff,restaurant  staff,rude,0.00014984085274249992
staff,staff,friendly,0.9999781847956797
staff,staff,Friendly,0.9999781847956797
staff,staff,very hospitable,0.9994175652432489
staff,staff,very friendly,0.9999758006243837
staff,staff,Really helpful,0.9999560121343052
staff,Staff,friendly,0.9999781847956797
staff,Staff,helpful,0.9998862770795114
staff,Staff,kind,0.9999685289473632
staff,Staff,lead us to our room,0.9897940690706513
staff,Staff,very nice,0.9999700786451626
staff,staff,helpful,0.9998862770795114
staff,staff,very polite,0.9999061841096761
staff,staff,very friendly,0.9999758006243837
staff,Staff,friendly.,0.9999750853947376
staff,Staff,always friendly,0.9999718667543789
staff,Staff,greeted you with a smile.,0.9999796152974625
staff,breakfast staff,ran around.,0.22042403270682343
staff,staff,Great,0.999981403411013
staff,staff,excellent,0.999981403411013
staff,staff,all around nice,0.9999784232068407
staff,staff,attentive,0.9996920458266914
staff,staff,excellent,0.999981403411013
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,Reception staff,charming,0.9999879598920245
staff,staff,Nice,0.9999735356682464
staff,staff,friendly,0.9999781847956797
staff,staff,always the same. No variety,0.006358347356595573
staff,staff,very helpful,0.9999599459865607
staff,staff,helpful,0.9998862770795114
staff,staff,very friendly,0.9999758006243837
staff,staff,Very friendly,0.9999758006243837
staff,staff,helpful,0.9998862770795114
staff,staff,accommodating,0.9999096412490189
staff,staff,very friendly,0.9999758006243837
staff,staff,friendly,0.9999781847956797
staff,Staff,friendly,0.9999781847956797
staff,staff,very Polite,0.9999061841096761
staff,staff,extremely friendly,0.9999566081937701
staff,staff,very friendly,0.9999758006243837
staff,staff,very helpful,0.9999599459865607
staff,staff,extremely polite,0.999761475022126
staff,staff,helpful,0.9998862770795114
staff,staff,Nice,0.9999735356682464
staff,reception staff,very accommodating,0.9999150054153461
staff,staff,friendly,0.9999781847956797
staff,staff,very keen to help,0.9999423032922294
staff,staff,Friendly,0.9999781847956797
staff,staff,wonderful,0.9999848604596195
staff,staff,arranged taxis for us.,0.3040335821756841
staff,staff,friendly,0.9999781847956797
staff,staff,helpful,0.9998862770795114
staff,staff,looked like it was taped up with masking tape,0.0008623759318240332
staff,staff,really nice,0.99996447587354
staff,staff,Helpful,0.9998862770795114
staff,staff,responsive,0.9999625685637312
staff,staff,Very friendly,0.9999758006243837
staff,staff,friendly,0.9999781847956797
staff,staff,No,0.0005645624791057458
staff,staff,lovely,0.9999762774586429
staff,staff,very hospitable,0.9994175652432489
staff,staff,helpful,0.9998862770795114
